Name,City,Latitude,Longitude,Diesel price 
BP-CHANNAPATNA,CHENNAPATNA,12.6322972,77.1184532,91.11
PATNI AUTOFUELS,KAKADDATI,20.136486,77.11501,91.43
DATTATRAY PETROLEUM,KAPSI,20.591076,76.980561,90.78
V.A.S AGENCIES,NAMBIYUR,11.362426,77.321488,93.11
OM SAI ENERGY FUELS,KARAHIYA BAZAR,25.995312,81.532007,88.64
D.D PETROL PUMP,NAI SARAI,24.811161,77.592058,92.38
SHRI SAI PETROLEUM,MURMUNDA,21.304113,81.469221,93.55
SURYAKANT VALLABH DAS,DURG,21.198815,81.287525,93.75
AAI MATA FILLING STATION,NADOL,25.376329,73.437645,90.82
JAI AMBE PETROLEUM,KADI,23.301263,72.320107,90.74
DASARATHI FILLING STATION,JAIPATNA,19.486222,82.806942,94.24
BHARPAI DEVI FILLING STATION,TUSRA,20.485539,83.486652,94.24
DEVGIRI PETROLEUM,DIST KOLHAPUR,16.738561,74.30558,90.92
KALYANI AUTOLINKS,PETH VADGAON,16.811217,74.284972,90.97
PUSHPANJALI PETROLEUM,AJANG,20.885473,74.87285,90.65
TRIDHARA AUTO SERVICE,JALNA,19.785869,75.855788,92.01
KAWADE PETROLEUM,PUNE,18.522663,73.906552,90.37
GANPATI FILLING STATION,DEODHAR,30.2308764,77.459372,88.44
S.S.AGENCY,VEERAPANDI,11.064635,77.356603,93.06
YASH PETROLUBS,HATNUR,20.150815,75.129448,91.3
BALAJI SALES CORPORATION,NEWASA,19.539046,74.935856,91.01
VAIBHAVLAXMI PETROLEUM,CHICHONDIPATIL,19.016161,74.889857,90.65
SAIDEEP PETROLEUM,ADHALGAON,18.637148,74.768656,91.18
SADGURU PETROLEUM,KARJAT,18.555912,75.008452,91.31
OMSAI SANGAMESHWAR,RAJURI,18.684416,75.375542,91.43
PALM FUELS,SAVEDI,19.129527,74.734756,90.45
KAVERI FUEL CENTRE,KURUKSHETRA,30.195715,76.868525,88.08
PSK PETROLEUM AGENCY,VALLIPURAM VILLAGE,11.200798,78.116542,93.11
SRI VINAYAGA PETROLEUM,"SULUR, COIMBATORE",11.027832,77.145244,92.79
ARUNODYA ENERGY STATION,BAWAL,28.070292,76.554125,87.55
ARCHAN FILLING STATION,KOTPUTLI,27.704112,76.220432,91.06
MINESH FILLING STATION,SIKRAI,26.9699,76.780765,90.41
DIAMOND FILLING STATION,MALLO MAJARA,31.094626,75.951986,87.56
SRI SUDARSHANS FUELS,ATTUR TALUK,11.55972,78.632835,93.64
R.D FILLING STATION,ASANSOL,23.677975,86.960177,92.2
SRI BHYRAVESHWARA FUEL CENTRE,KATEMALLAVADI HUNSUR TALUK,12.350451,76.290747,90.95
BP-INDIRAPURAM,INDIRAPURAM,28.647314,77.37879,87.87
SAI FILLING STATION,NAGOD,24.573621,80.584474,93.36
M.R. FILLING STATION,SARIH,31.143159,75.553699,87.45
SHIV SHAKTI PETROLEUM,RAJPARDI,21.758996,73.211838,90.89
PRATHAP FILLING STATION,KONDURG MANDAL,17.095557,78.03602,96.23
BP- GADOTA 2,GADOTA,26.781897,75.396874,89.88
RBR FILLING STATION,PEDANA,16.266544,81.140688,97.79
S M THORMOTE PATIL PETROLEUM,LATUR,18.373257,76.556728,91.85
SAMRAT PETROLEUM SERVICE,AHMEDPUR,18.715454,76.769371,92.01
SATGURU PETROLEUM,KASEGAON,17.8013,75.96036,90.73
BABHARE PETROLEUM,MOUDA,21.147939,79.41229,90.93
K.K. PANDIAN FILLING STATION,NILAKOTTAI,10.161258,77.86221,93.25
IRS FILLING STATION,DINDIGUL,10.363671,77.988237,93.33
SIVAM & CO,CHETTIPALAYAM,10.916681,77.042059,92.84
KAVI ENTERPRISE,KANGEYAM,10.990355,77.563867,93.17
VIKAS FILLING STATION,VILL. BHAWANDA (MANAKPUR),26.886079,73.511703,91.33
ALAARNATH FUELS,BRAHMAGIRI,19.793084,85.630781,93.08
SRI LAKSHMI GANAPATHI ENTERPRISES,ANAKAPALLE,17.680664,83.001127,96.36
RAJDHANI FUEL SERVICE,"SRINIVASAPURA, KASABA HOBLI",13.33978,78.205575,91.11
NRL - MATHANA ENERGY STATION,THANESAR,29.984823,76.950211,87.87
LOKMANGAL PETROLEUM,TULJAPUR,17.933597,76.172661,91.31
SRI.T.S.VIJAYALAKSHMI AGENCIES,PONDICHERRY,11.94186,79.820032,86.5
SRI RAM AGENCIES,PUDUCHERRY,11.900257,79.752242,86.48
SREE AMMAN ENTERPRISES,COIMBATORE,11.043227,77.044347,92.79
KRISHNA FUELS,ERNAKULAM,10.128809,76.301942,94.56
KADEMANE FUELS,SANTHEBENNUR,14.168336,76.009473,92.23
AAYI RAM FUELS,EDATHUA,9.367048,76.480279,95.32
BP-VADIPATTI,VADIPATTI,10.100698,77.947998,93.26
DCM SHRIRAM CONSOLIDATED LTD.,RUPAPUR,27.508003,79.796166,88.05
AMBAY SERVICE CENTRE,DHAKA,26.717266,85.165651,92.93
DEO SERVICE CENTRE,MOTIHARI,26.652752,84.933677,92.86
BIRUKA ENERGY STATION,DHABI KHURD,29.324972,75.280236,88.92
BP-VELACHERY,GUINDY,13.0113,80.223005,92.4
BHARTI FUEL SERVICE,BETTIAH,27.022501,84.632797,93.24
WARBHE PETROLEUM,TEMBURDA,20.349537,79.019942,90.97
HARSHWARDHAN PETROLEUM,CHIKLI,20.322,76.257851,91.57
N. R. S. AGENCIES,KODUVAI,10.945207,77.43551,93.03
RADHIKA AGENCIES,"VELAMPALAYAM,TIRUPPUR TK",11.150044,77.313002,93.06
BP-HYDERABAD AIRPORT (AS),SAROORNAGAR MANDAL,17.237547,78.448649,96
VIJAY PETROLEUM,CHANDWAK,25.603389,82.995658,88.88
TATHAGAT FILLING STATION,KUSHALGARG,23.203475,74.463696,91.75
BP- IRIMPANAM,IRIMPANAM,9.973168,76.355227,94.51
SERAJPUR AUTO GAS CENTRE,TANJAVUR,10.755781,79.139943,93.06
SHANTANU PETROLEUM,KHAMGAON,20.705976,76.57163,90.97
SITARAM PETROLEUM,LASKANA,21.255955,72.936983,90.23
D.K.TRAVELLING SERVICES,NANDGAONPETH,21.001493,77.805597,91.72
PANCHREKHA PETROLEUM,RALEGAON,20.417522,78.516848,91.48
VAIJNATH PETROLEUM,SHIRAD SHAHAPUR,19.463414,77.086477,92.09
M.R. ENTERPRISES,BANGALORE,13.03123,77.669642,91.02
M.S.D FILLING STATION,"KAMAKSHIPALAYA, BANGALORE",12.986166,77.521379,91.07
PARGI ENTERPRISE,FATEHPURA,23.25399,74.045585,91.37
BABA FUEL PUMP,BODHAN ROAD NIZAMABAD MANDAL,18.678927,78.077613,97.12
SINGHANIA PETROLEUM,AKALTARA,22.011428,82.428236,93.69
KALYANI COMMERCIALS LTD,JHALAWAR,24.603872,76.123208,90.54
BP-SONIYANA,SONIYANA,25.120769,74.633152,90.09
BP-GAYA,KATAHARI HILL,24.7913522,84.991866,92.51
SAI BABA FILLING STATION,JADCHERLA MANDAL,16.770808,78.138526,96.42
HAMIRGARH FILLING STATION,HAMIRGARH,25.18525,74.616595,90.29
B K AUTOMOBILES,TILATAND,23.812122,86.288147,92.6
KISSAN SEWA KENDRA,NAUDHARANI,30.483391,75.848696,87.42
SHREE GANESH PETROLEUM,ANKOLWADI,21.041809,70.663972,91.73
M/S SHREE HARSIDDHI PETROLEUM,SUTRAPADA,20.854374,70.458013,91.8
NANOOR FILLING STATION,NANUR,23.71746,87.865982,92.78
PUSHPA FUEL CENTRE,BALIA,23.080527,88.661193,92.65
SIDDARTH FILLING STATION,SAMBHAL,28.271966,78.417654,88.22
EMOINU OILS,MAMANG LEIKAI,24.775952,93.908951,85.25
RISHABHDEV FILLING STATION,RISHABDEO,24.122822,73.694364,91.43
ASHIRVAD FUELS,NAWAGARHI,25.3486695,86.5238072,91.7
KANCHANSRI AGENCIES,VISAKHAPATNAM,17.676246,83.191566,96.19
R.J.PON AGENCIES,TIRUNELVELI,8.730755,77.746066,92.76
R S R AGENCY,SIVAKASI,9.442656,77.808315,93.56
R.V.R.PETROLEUM,"NAZARETHPETTAI, KANCHIPURAM",12.816282,79.746505,93.1
KARISIDDESHWARA PETROLEUMS,RAMAGIRI,13.960714,76.119798,92.06
SRI AMMAN AGENCY,TIRUCHENGODU TOWN,11.354406,77.894619,92.88
KABERI FUELS,BEGUSARAI,25.39587,86.144743,91.23
SHREE FILLING STATION,SEMARIA,24.267544,79.891703,93.02
SINGH FILLING STATION,LALGAON,24.266653,80.800421,93.43
UTSAV PETROLEUM,HARIJ,23.69452,71.92028,90.46
SHRI KANNAN DEPARTMENTAL STORES,ERODE,11.354205,77.718122,92.94
SRI SAI PETROLEUMS,VISAKHAPATNAM,17.740839,83.24688,96.24
K.S.R. FILLING STATION,KADAPA,14.487608,78.831641,96.5
GOVIND PETROLEUM,DABHADI,20.550328,74.443102,90.76
VELLADURAI AGENCY,NAZARETH,8.569503,77.954177,92.95
BALAMURUGAN AGENCIES,COIMBATORE,11.055245,77.038822,92.79
SRI PADMAVATHI AGENCIES,V. KOTA MANDAL,13.013629,78.495152,98.24
BP-HOSUR,GUNDALAPALLI VILLAGE,12.73428894,77.83032417,94.39
SAI BABA PETROLEUM,MATKULI,22.598426,78.453797,92.72
SIDDARTH PRIYADARSHI SERVICE STATIO,"TRIVENI NAGAR, T. NARASIPURA",12.21355,76.90093,90.77
RAKESH FILLING CENTER,DISHERGARH,23.701174,86.867462,92.38
VIZIANAGARAM PREMIUM FUELS,VIZIANAGARAM,18.118873,83.387947,96.8
SRI SIVAPRIYA FILLING,SRIKAKULAM,18.313622,83.894505,97.26
SRI SIDDHA RUDHA PETROLEUM,HUBLI,15.333382,75.122672,90.81
GIRDHAR GOPAL KALLA & CO,BIKANER,28.024333,73.272139,91.71
NATIONAL PETROLEUM,BAILHONGAL,15.800451,74.869626,91.28
S.B.KARADI PETROLEUM,AMINGAD,16.084199,75.904381,91.76
BABA AGENCY,SURANDAI,8.970996,77.428639,93.02
SRI GAYATHRI FILLING STATION,MADHIRA,16.935777,80.365712,96.15
PRERANA FILLING STATION,KHAMMAM,17.251195,80.15671,95.72
CHANDAMAMA FILLING STATION,DEULI,22.047128,86.824103,93.37
PYNADATH FUELS,NEDUMBASS,10.161579,76.39459,94.64
SRI VENKATESHWARA FILLING STATION.,HYDERABAD,17.48661,78.600411,95.73
POOJA AGENCY,TIRUPATHUR,12.487882,78.563483,94.39
KIWAD PETROLEUM,CHIKKODI,16.424951,74.585248,91.52
SRI SAPTASRNGI SEVAARAAMAM,MEDARAMETLA,15.719159,80.011719,96.74
SRI RAMALINGESWARA FILLING STATION,NIDADAVOLE,16.902785,81.673565,97.06
DHEERAJ FILLING STATION,"SARASWATHI NAGAR, TIRUTANI",13.05956,80.05102,93.11
M.R.L. AGENCIES,MATHUR VILLAGE,13.166957,80.250582,92.4
RELIABLE FUELS,BURHANPUR,21.27899933,76.1486969,93.43
RUDRA FILLING STATION,HARDA,22.157212,76.876274,92.66
SHIV FILLING STATION,BIRSINGHPUR,24.802735,80.968589,93.54
SRI PONKALIAMMAN AGENCIES,SALEM,11.678349,78.166009,93.28
NATIONAL PETROLEUM,KUTTIYADI,11.65112,75.761154,95.07
RITESH PETROLEUM,RAIBAG,16.488033,74.783298,91.86
G K TRANSPORT COMPANY,PARASIA,22.19128,78.778688,93.43
DULAL ENTERPRISES,JALALKHALI,23.340391,88.521291,92.78
HARSHWAL FILLING STATION,PADIHARA,27.926458,74.574252,91.75
"ITC CHOUPAL SAAGAR, WASHIM",WASHIM,20.139896,77.108701,91.44
THOWFEEK AUTOMOBILES,VESADANDUR,10.528786,77.944285,93.22
SENGIPATTI PETROLEUM CENTRE,SENGIPATTI,10.725592,78.980391,92.8
BP PARITALA,KANCHIKACHERLA MANDAL,16.623136,80.452575,96.91
B.V.R FILLING STATION,KOVUR,14.481327,79.982974,97.93
ANNAMALAYAR FUELS,TRICHY,10.83563,78.689625,92.99
AMRUTHA PETROLEUM,RAICHUR,16.215218,77.353687,92.35
SUBHAM PETROLEUMS,NADENDLA MANDAL,16.248011,80.103842,97.49
H.A. HAMEED PETROLEUM,MUBARAKPUR,26.086109,83.297978,88.74
SHAHID JAWAN BHAUSAHEB BADAKH,DEHERE,19.257613,74.670351,90.63
NIRMALA PETROLEUMS,TEKKALKOTE,15.530314,76.881653,92.18
SHRI GURUKARIBASAVESHWARA F S,TUMINKATTE,14.417013,75.619835,92.01
MALGANGA PETROLEUM,PARNER,18.962234,74.28578,90.92
SRI RAJGURU AGENCIES,VANIYAMBADI TOWN,12.677131,78.618803,94.28
AGM FUELS,KUNIAMUTHUR,10.971759,76.958114,92.91
T.SANTHAMANI AGENCIES,"KUMARAPALAYAM, COIMBATORE",10.997153,76.948167,92.91
BP - PIPARDA,PIPARDA,25.001866,73.846472,90.88
BP-HALOL,ALINDRA,22.598728,73.451189,90.22
HIGHWAY FILLING STATION,CHOHAN,31.559738,75.114671,87.65
GURUDEV FILLING STATION,NAGAUR,27.17022,73.715977,91.42
RALEIGH OIL FILLING STATION,RAPUR,14.199716,79.538392,97.75
SINGH VAHINI FILLING STATION,GURSARAI,25.620458,79.175019,87.98
GANDHI FUEL STATION,KANIMETTA,18.128032,83.589671,96.65
A.S.MOHAMED RAFI AGENCIES,"KARUNKUZHI, KARUNGUZHI TALUK",12.527707,79.897642,93.23
RABBANY PETROLEUM AGENCIES,GINGEE TALUK,12.248401,79.416239,93.85
SURYA  FUELS,PYNGOTTUR,10.01212,76.710689,94.85
AKASH  FUELS,EDAVANAKKAD,10.006753,76.344972,94.62
SIXON FUELS,TRIPUNITHURA,9.88645,76.374289,94.51
ANN FUELS,TRIVANDRUM,8.551321,76.942258,96.48
MURALI FILLING STATION,AMBEDKAR NAGAR,26.42502,82.95092,88.77
SIVAGAMI ENTERPRISES,PALUVANCHI(WEST) VILLAGE,10.456404,78.453912,93.37
SATHWIKA FILLING STATION,GUDUR,14.153736,79.849748,97.45
SRI GANESH PETROLEUM,WADI,17.034669,77.000492,90.99
OM KRANTI SERVICE STATION,KRANTI,26.713691,88.715232,92.31
SWAMY AYYAPPA SERVICE STATION,MANDYA,12.82368,76.757835,91.07
SRI VARASIDDHI VINAYAKA FUELS,MYSORE,12.30852,76.66895,90.6
GANPATI FUEL CENTRE,KATIHAR,25.539869,87.579011,93.09
BHOLA BACHANDEV TRADERS,VILL-BAIDYADIH,24.749492,85.767827,93.26
PADMA & SON S FILLING STATION,GUWAHATI,26.13819,91.786245,89.45
SANJEEBANI FUEL POINT,GUWAHATI,26.121554,91.798507,89.45
SAINI SERVICE STATION,BIJNI,26.468985,90.737396,89.47
K.R.CHOWDHURY SERVICE STATION,DOBOKA,26.116333,92.866917,90.29
MAA MAITOKALI FILLING STATION,INDPUR,23.167198,86.911501,92.38
AZ SERVICE STATION,HIDAM LEKAI,24.789384,93.94289,85.25
DEKA FILLING STATION,TEZPUR,26.685369,92.764296,89.75
HIGHWAY FUELS,LEHRAN MOHABBAT,30.247565,75.150383,87.39
SURUTHI PETROLEUM,THIRUVAIYARU,10.881081,79.108105,93.13
RAJDHANI FUEL STATION,BAILEY ROAD (DHANAUT),25.611912,85.057075,91.52
SRI SIDDHIVINAYAKA FILLING STATION,BUDHERA,17.64262,77.84977,96.26
THUMU VENKATRAO FILLING STATION,BALA NAGAR MANDAL,17.471134,78.427032,95.7
RANDHIR FILLING STATION,MAJRI KISHNEWALI,30.623112,76.230576,87.72
PRANAV FILLING STATION,NAKARIKALLU MANDAL,16.363126,79.946662,97.51
H S PETROLEUM,DHOLI,25.994644,85.522863,91.81
A.B. PARVATRAO PETROLEUM,SANKESHWAR,16.258778,74.468541,91.32
K.C.K.PETROLEUM,MUKKOM,11.316818,75.997409,94.93
RAMNANDAN PETROLEUM,SITAMARHI,26.48398,85.717821,93.09
BEET FUEL CARE,GARSHANKAR,31.280549,76.257158,87.83
CHANDNI OIL STORES,MOTIHARI,26.727756,84.768099,93.13
BASARIKATTI PETROLEUM,HALIYAL,15.3249,74.75785,91.04
ANNAPURNA FUELS,NALA,23.900269,87.032749,92.94
SRI JEYAM AGENCY,THENI,10.022701,77.479442,93.57
HARSIDDHI PETROLEUM,LATHI,21.72151,71.384482,91.14
DEEPAK FILLING CENTER,KACHHARI,23.658204,80.623169,93.07
B.B.R. FILLING STATION,NELLORE,14.447001,79.966799,97.85
MALIK FUELS,ATMAKUR,15.88,78.60549,98.12
SRI BALAJI AUTOMOBILES,THUVARIMAN,9.952059,78.066515,93.26
SUKRIT PETROL PUMP,GARWAH,23.82932,83.875122,94.37
RIDHI & SIDHI SONS,JAPLA,24.541134,83.996722,94.32
SUKKKARA SERVICE STATION,VYASARPADI,13.119457,80.25635,92.4
RELIABLE FUEL STATION,GOVINDPUR,23.843947,86.519786,92.79
G C PATEL & SONS PETROLEUM,PARDI,20.497336,72.943103,90.93
ATHARVA FUEL STATION,GOA - DODHAMARG,15.674384,73.962488,88.52
VIJAYA AUTO SERVICES,RAMNAGARA TALUK,12.833347,77.414381,91.14
MAA JAGDAMBA PETROLEUM,TALULA SAONER STATION KHAPERKHEDA,21.279955,79.110229,90.77
AMALA FUELS,PATTIMATTOM,10.023508,76.452392,94.5
SONKAR FUELS CENTER,GYARASPUR,23.6808,78.11208,92.08
IISHKRIPA PETROL PUMP,SHUJALPUR.DIST. SHAJAPUR,23.419837,76.710491,92.27
SHRIDHAM PETRO KRISHI KENDRA,SHRINAGAR,22.950233,79.528899,91.99
MAA SHITLA FILLING STATION,CHINOR,25.945265,78.112174,92.28
BP- RAJARHAT,RAJARHAT,22.5743,88.478298,91.97
VANGALAMMAN ENTERPRISES,KANGEYAM,10.98989,77.585735,93.17
SWETHA K ENTERPRISES,"AMBATTUR, CHENNAI",13.08963,80.161112,92.42
GANESH PETROLEUM,RENAPUR,18.51017,76.5714,92.02
AVM HI-TECH FUEL PARK,AMANI PANNAPATTI VILLAGE,11.8269952,78.0669236,93.26
MORE PETROLEUM,PATHROT,21.211338,77.364873,91.5
D.S.R. FUELS,DINDIGUL,10.361807,77.97466,93.33
R.R.R.AGENCIES,"DHARGA MEDU, SUNGUVARCHATRAM",12.913618,79.856235,92.77
SIDDHIVINAYAK FUEL CENTRE,NAVI MUMBAI,19.042908,73.008657,90.16
MANGALAM FILLING STATION,MOTH,25.680369,78.901107,87.79
SHREE MANGESH PETROLEUM,ICHALKARANJI,16.688112,74.461364,90.76
KHARWA HIGHWAY PETROLEUM,KHARWA,26.211162,74.452849,89.92
GHOSH AUTOMOBILES,KOICHOR,23.538352,88.001429,92.53
BP- KOVVURU,KOVVURU,17.029232,81.702125,96.82
FUEL CAFE,KASARGODE,12.321756,75.358775,95.37
KASTURI FUELS,BADNERA,20.864819,77.731547,91.47
SHRI SWAMI SAMARTH PETROLEUM,BHATKULI,20.90657,77.595674,91.55
ANAND FILLING SERVICES,BADAMALHARA,24.582227,79.306366,92.72
BP-BAREJA,BAREJA,22.8488,72.598751,89.94
CITY CEEMATI AGENCY,TIRUPUR,11.227541,78.162227,92.96
SAKHARE SERVICE STN,URULI KANCHAN,18.487716,74.144234,90.24
PAVAN PETROLEUM,AHMEDABAD,23.036885,72.613911,90.19
OM MAA FILLING STATION,KANTAMAL,20.63356,83.736825,94.24
JAI AMBE PETROLEUM,KARABLE,22.837125,83.477769,94.43
ANTULAL & SONS,PENDRIDIH,21.989241,82.064659,94.12
ASHOK FILLING STATION,VILL BANSKHO,26.834863,76.15283,90.51
MAA KIRNAI FUELS,KIRNAPUR,21.627431,80.343747,93.43
RAINBOW FILLING STATION,ADILNAGAR,26.906114,80.960277,87.79
SRI PALANIAPPA AGENCIES,"BAZAAR ROAD, MOGAPPAIR EAST",13.082007,80.167719,92.4
BP-AKLERA,AKLERA,24.409248,76.564236,91.21
SUKHLAL SERVICE STATION,KARPI,25.183816,84.740038,92.21
MAULI PETROLEUM,"SHEKAIWADI, AKOLE",19.539336,74.015372,91.65
ARJUN FUELS,TRIVANDRUM,8.457431,76.950166,96.48
DINESH FILLING STATION,SIRSAGANJ,27.012504,78.752579,87.75
SAPNA TRANSPORT,RAMTEK,21.394559,79.309546,90.94
SRI GANESH PETROLEUM,ANANTHAPUR,14.680616,77.603337,97.35
SONHIRA PETROLEUM,TALUKA KARVEER,16.694687,74.149617,91.13
GHANSHYAM PETROLEUM,MANAVADAR,21.501552,70.16371,91.14
S.P.VIKKRAM FUEL AGENCIES,KRISHNAGIRI,12.527119,78.212586,94.12
BP JAMSAR,BIKANER,28.255406,73.412103,91.8
BP-CHIKKABELLAPUR,CHICKBALLAPUR,13.506502,77.75839,91.08
OM SATYAM PETROLEUM,NAGPUR,21.085011,79.125008,90.59
RADHA KRISHNA PETROLEUM,CHAS,23.629804,86.185058,92.81
BP AMDI,AMDI,21.375395,79.248903,90.93
CHANDRIKA PETROLEUM,MUNGWANI,22.102659,79.49913,93.36
SHIVAM FILLING STATION,SIHORA,23.400757,80.196544,92.39
GAURAV PETROLEUM,MHO,26.252,78.658071,92.41
NEHA PETROLEUM,SONPARI,21.495956,71.854328,91.77
HIGHWAY FILLING POINT,SHOBHAPUR,26.87726,82.133504,87.91
GREWAL PETRO,LUDHIANA,30.807248,75.476415,88.07
RAMAN AUTO FILL,TEHSIL - SAKALDIHA,25.419507,83.219783,87.89
BALAJI PETROLEUM,ALEPHATA,19.180741,74.101861,91.13
SHRI SIDDIVINAYAK E-WAY,PUNE,18.639394,73.738424,90.52
SURYA TRADERS,"SUKKALIYUR, KARUR",10.924654,78.048955,92.73
MA KICHAKESWARI FILLING STATION,THAKURMUNDA,21.214664,86.109122,94.09
TAMIL NADU FISHERIES DEVELOPMENT,TUTICORIN,0,0,75.08
TAMIL NADU FISHERIES DEVELOPMENT,TUTICORIN,0,0,75.08
VANDANA FILLING STATION,MALIPUR,26.278402,82.647804,88.84
OM SAIKRISHNA PETROLEUM,BELGAUM,15.887315,74.515713,90.88
PIT STOP,LUDHIANA,30.8758,75.963035,87.84
C.M. PETRO POINT,INDORE,22.7232,75.82971,91.93
KAMLA FILLING STATION,BAGLI,22.656178,76.333394,92.34
BHARATH ENTERPRISES,MAYILADUTHURAI,11.090625,79.620556,93.67
KALYANI AUTOMOBILES,BISHNUPUR,23.120411,87.317574,92.53
FIROZ PETROLEUM,WARTI,21.227353,79.647597,91.21
TAMIL NADU FISHERIES DEVELOPMENT,TUTICORIN,0,0,75.08
R.V.TRADERS,SALEM,11.626939,78.158176,93.28
SUDHA PETROILS,KHARGONE,21.82589912,75.62290192,93.29
SARTHAK FILLING STATION,ALLAHABAD,25.437094,81.850422,87.81
BP-THOPPUR,DHARMAPURI,12.0163819,78.089048,93.56
MAHAVIR PETROLEUM,JETPUR,22.844065,73.999271,91.03
PRAMOD PETROLEUM,KURKHEDA,20.621797,80.205799,92.01
KOTAMMA FILLING STATION,LAKKAVARAM,17.059404,81.291105,97.39
BP - B.C. ROAD,KEDILA VILLAGE,12.824611,75.174961,90.65
SAI SAMARTH PETROLEUM,TASGAON,17.026109,74.612053,90.68
BP-KOGNOLLI,CHIKKODI TALUK,16.546408,74.318512,91.68
SATYAM FILLING STATION,JEYPORE,18.847246,82.565182,94.23
MAA TARINI FILLEX,HARICHANDANPUR,21.337203,85.790782,93.78
SHRI VISHNUKRUPA PETROL PUMP,RASA,19.981172,78.8495,91.3
CAFE FUEL,KOLKATA,22.5036735,88.3963539,91.97
CHAITHRAM FUELS,KUTTIPPURAM,10.857686,76.03654,95.67
RATNAPUR FUEL CENTRE,"BEGUMPET X RDS, RATNAPUR VILLAGE",18.633528,79.558604,96.45
M/S. K.A.PRADEEP KUMAR,SANKARI,11.46516,77.85173,92.85
RAJ PETROLEUM,PANDHARPUR,17.630752,75.31491,91.03
ANJALI PETROLEUM,TULJAPUR,18.047488,76.084558,91.07
CHAKRABERIA ENERGY,KOLKATA,22.531887,88.34949,91.97
RAZA PETROLEUM,VADTAL,22.587268,72.878709,90.05
BP- KAREDU,KARREDU,15.186687,80.011594,96.58
SHRI AYYAPPA PETROLEUM AGENCY,JERI JAMNI,19.851278,78.722426,91.35
BABA PETROLEUM,SAFALE,19.583764,72.816718,91.35
NIRANJANI FILLING STATION,GAJULARAMARAM,17.520564,78.417492,95.7
BP-ADILABAD II,JAINATH MANDAL,19.767871,78.563325,97.11
K.S.R. AGENCIES,GUDDARANGANAHALLI,14.279578,76.400632,92.23
SHIVKARAN LAL AUTOMOBILES,ITKORI,24.9215767,85.3893633,94.2
BP-THALAPPARA,THALAPPARA,11.077494,75.903286,95
SHIVSHAMBHU PETROLEUM,PALGHAR,19.710705,72.799618,90.99
RAJ PETROLEUM,HATHWA,26.366291,84.314105,92.95
OM SAI RAM PETROLEUM,HUBLI,15.389567,75.101944,90.81
BABA HIGHWAY FILLING STATION,PARSATHUA,25.208061,83.791299,93.21
SOHANA SUMRAN PETROLEUM,BANGLA CHOURAHA,24.312602,77.922937,91.86
BAHUCHAR PETROLEUM,BECHARAJI,23.513885,72.036488,90.66
KAITHAL PETRO POINT,PYODA,29.742866,76.403175,87.97
THE GSE&SS CO-OP SOCIETY LTD.,DHARWAD,15.41827,75.044378,90.81
ANJANADHRI PETRO SERVICES,"K.R. PURAM HOBLI, BANGALORE",13.067697,77.63072,90.99
INTERNATIONAL AUTO AIDS,DODA,33.105732,75.320255,85.18
G.K.N  AGENCY,KUMBAKONAM,10.962161,79.387914,93.4
G. S. FILLING STATION,SAHA,30.298423,76.975415,88.37
OMKAR PETROLEUM,URAN,18.874546,72.977003,90.33
MINZ FUEL STATION,JAMJHADI,21.194867,86.626616,92.97
MAA RAMACHANDI FILLING STATION,KEONJHAR,22.111895,85.385662,94.24
TIRATH SINGH MANMOHAN SINGH,JAGDALPUR,19.108268,82.030761,95.1
HARIHAR AUTOMOBILES,GAYA,24.972832,85.074692,92.32
PARAMESHVARA FILLING STATION,THOTAMULA,16.950411,80.37323,97.33
SHRI BHAVANI GANESH SERVICE STATION,"RAMACHANDRAPURAM, HYDERABAD",17.513,78.291,95.88
KALLUR PETROLEUM,HUBLI,15.355211,75.127795,90.81
K.T.FILLING STATION,ATRAULIA,26.348328,82.919697,88.8
SRI SAI PETROLEUM,BIDAR,17.930122,77.485201,91.71
SRI VAIBHAVA LAKSHMI FILLING STN.,POLIREDDYPALEM,13.779611,79.958184,96.93
SHIVAM PETROLEUM SERVICE,SIWAN,26.1175,84.684261,92.51
SHREE BHAGWAN SERVICE STATION,DARWESHPUR,25.652504,84.941922,91.56
NILANJAY SERVICES,BELLORA,20.807632,77.700839,91.42
GURUKRUPA PETROLEUM,ANSING,20.033875,77.304569,91.61
ROHINI,MELACHOKANATHAPURAM,9.98616,77.350285,93.71
THAKUR PETROLEUM,WADNER BHOLJI,20.83592,76.338575,91.34
SRI HARI HARA SAI FILLING STATION,ADILABAD,19.681264,78.518091,97.13
R.T.PATIL PETROLEUM,YARAGATTI,15.965163,75.010543,91.41
SAI FILLING STATION,DELHI,28.733523,77.198281,87.67
MAA SHAKTI FUEL CENTRE,NUAGAON,22.393129,84.95138,93.98
ANANTA RAM BERIHA FILLING STATION,DHANUPALLI,21.450423,83.988474,93.37
B.S DWARKA,DELHI,28.591267,77.04699,87.67
PRAGATISRI PETROLEUM SERVICES,GOWRIPATNAM,17.03132,81.610737,96.94
DANODA ENERGY STATION,DANODA,29.533007,76.007646,88.35
BP ANNASALAI,CHENNAI,13.06666,80.273675,92.4
LATE SHRIMATI INDIRA GANDHI MNSPS,SHEGAON,20.775656,76.672591,90.85
OM SAI KRIPA PETROL PUMP,KARAHAL,25.495454,77.056348,93.41
VASUDHA PETROLEUM,KOREGAON,17.69767,74.154764,91.23
BP-BILIYADA,GONDAL,22.03236,70.78707,90.13
